TICKER,ReturnEarly2020,ReturnLate2020
CATY,-0.390771998,0.452734878
CVA,-0.407007607,0.574001029
NRIM,-0.286162052,0.305230193
MLI,-0.242834625,0.481748974
DORM,-0.270073727,0.570834638
QDEL,0.303612443,0.83672372
PSB,-0.171650171,0.004574961
AZO,-0.289857488,0.401231839
REGN,0.300441021,-0.010609675
X,-0.4462868,1.66626701
IONS,-0.217348651,0.195854266
RDNT,-0.482265325,0.862035388
HWC,-0.548997555,0.804570635
LCUT,-0.181946301,1.746836
ATGE,-0.233914827,0.267264141
IDXX,-0.072338418,1.063531553
RGS,-0.669278082,0.554991808
AES,-0.311651448,0.776016856
CRVL,-0.376029819,0.944598903
STFC,-0.100902566,-0.349753834
DIN,-0.647509891,1.022316005
ALKS,-0.293137259,0.383496168
VRTX,0.086778581,-0.006766122
MNRO,-0.43695645,0.232385836
PRGS,-0.226435648,0.430343038
TVTY,-0.69083303,2.114469422
ZBRA,-0.281239798,1.093300315
EZPW,-0.388563501,0.148680807
MTG,-0.549635162,1.013899304
HAE,-0.13263681,0.19155207
PRA,-0.299668569,-0.281645752
FIZZ,-0.164052883,1.131302142
BIIB,0.066222761,-0.226056634
FCFS,-0.10713415,-0.01135214
AAON,-0.022060044,0.387796114
BOKF,-0.509613572,0.652633207
STRL,-0.325284691,0.958946908
TRNS,-0.168236076,0.308678976
NTN,-0.309091124,0.473686009
ODFL,0.038677027,0.490665311
NHI,-0.378712557,0.471270325
ATNI,0.063007063,-0.281378706
WRLD,-0.367940006,0.871819787
WNC,-0.508509086,1.442865429
HMN,-0.155062583,0.177075393
KIM,-0.533075886,0.623320016
OI,-0.401265143,0.673702634
JBSS,-0.020595252,-0.079742823
AMSC,-0.30191104,3.273719246
QCOM,-0.226226675,1.290187015
PRGO,-0.064974145,-0.057864299
TTEK,-0.178842844,0.648381734
WETF,-0.515037602,1.354165031
OFC,-0.237407265,0.217798867
GILD,0.160972719,-0.196083691
MSON,-0.493820775,0.326962931
SMG,-0.030322163,1.024867636
ROP,-0.118571278,0.388173742
SCHL,-0.334043661,-5.64E-05
SNPS,-0.074784479,1.012888823
ELY,-0.517640411,1.350846878
THFF,-0.253276876,0.168400405
NBTB,-0.195030434,0.017538737
ICUI,0.078292845,0.063042285
JACK,-0.545687332,1.671972124
M,-0.688970612,1.291244155
MHK,-0.440973844,0.848766184
CNR,-0.464159972,1.035091854
ASUR,-0.271393697,0.191276582
TRST,-0.368152472,0.27532785
AGCO,-0.386730301,1.196836313
RNST,-0.37718823,0.581076392
STBA,-0.316140201,-0.054890688
BKE,-0.460778013,1.326359673
ARCB,-0.36265437,1.454662146
BSX,-0.278416738,0.101747279
KSS,-0.69982341,1.788897015
OLED,-0.359780443,0.748149788
USPH,-0.393791018,0.742755116
FC,-0.517840228,0.433076805
FCF,-0.364218016,0.243288698
STE,-0.079540296,0.363622593
BBBY,-0.746821012,3.218527341
CACC,-0.421947142,0.353749715
DHI,-0.353332772,1.044379035
COLB,-0.331359715,0.380666666
FCEL,-0.39840653,6.397353781
SBUX,-0.24836617,0.651362483
TSN,-0.360409807,0.136343958
CENT,-0.114901701,0.403998872
WIRE,-0.268196697,0.444792741
STRS,-0.428986226,0.441492305
OHI,-0.363308851,0.462154662
LTC,-0.299748415,0.319767688
CAKE,-0.551209251,1.169790065
ASGN,-0.502325123,1.364949517
LFUS,-0.300464935,0.923258988
BLX,-0.507390206,0.628322307
MTX,-0.370112813,0.71818222
PDCO,-0.244599228,1.005412507
RDN,-0.482264907,0.599296125
UFI,-0.542755389,0.535928826
KAI,-0.28981266,0.902081002
LGND,-0.302713619,0.367573961
SM,-0.891458846,4.060017664
UVE,-0.354055371,-0.125001412
OPY,-0.277295525,0.665348272
DDD,-0.118857149,0.359271947
UFCS,-0.246741104,-0.203750699
OFIX,-0.39346067,0.534452477
SPNS,-0.17304434,0.618938443
UMBF,-0.319785147,0.512889168
IAC,-0.280518218,2.314512561
CREE,-0.231636054,1.986463683
CRY,-0.37541541,0.3953899
NATH,-0.13432858,-0.077391487
PEBO,-0.35425705,0.28211578
RCKY,-0.33872784,0.476085939
UEIC,-0.265786318,0.36721323
SITC,-0.614122823,0.952017252
ELS,-0.178541563,0.120556324
ALG,-0.292133292,0.559539034
AVID,-0.215617201,1.358097168
CHS,-0.637795157,0.232558783
INTU,-0.120243996,0.660734207
LSTR,-0.141390563,0.411463935
MCHP,-0.349939643,1.057303617
SCVL,-0.441543805,0.905626159
SYBT,-0.288846287,0.429280923
CHDN,-0.249635184,0.898125202
SGA,-0.084540255,-0.126862117
ETH,-0.456826905,1.040569029
CB,-0.27765668,0.402977561
BANF,-0.4604421,0.798054578
FOSL,-0.582486913,1.63525705
JBL,-0.403790147,0.74259859
ORLY,-0.313078871,0.503302756
SANM,-0.203270518,0.168987903
TCBK,-0.263905863,0.209849686
ATR,-0.136393494,0.388528212
RCL,-0.753202092,1.321727524
ANIK,-0.442430458,0.565547756
GABC,-0.224459858,0.228246984
RGA,-0.481033328,0.407183245
HR,-0.155700052,0.092274318
AKR,-0.510991486,0.145277052
RIG,-0.831395133,0.991378371
SKT,-0.652320262,1.08669781
THRM,-0.292633939,1.077072144
BBSI,-0.558478979,0.747760409
PZZA,-0.151567956,0.602563266
ALL,-0.180075,0.218417142
SGMS,-0.637789277,3.277314624
AZN,-0.084864331,0.128339253
TALO,-0.809286572,0.433044024
CPT,-0.24533426,0.294989797
WINA,-0.356634926,0.487416038
MCRI,-0.421833395,1.180974482
BWA,-0.435198225,0.607620732
EQR,-0.229949385,-0.008167858
BFS,-0.373032208,0.021736573
CASH,-0.403725107,0.694577798
MOV,-0.456301422,0.406091909
UHS,-0.308238032,0.387767282
BDC,-0.343091628,0.166351388
ATVI,0.001009482,0.571071877
DECK,-0.206442711,1.140148743
IT,-0.353861616,0.608818707
QCRH,-0.381441202,0.470753853
RVSB,-0.385622817,0.081656624
AUB,-0.411874841,0.549537833
BYD,-0.518370005,1.976417692
LXP,-0.055084941,0.102026571
UTMD,-0.125764118,-0.094633751
REG,-0.384560382,0.236764215
NVR,-0.325411316,0.588042173
CNTY,-0.695707222,1.651452233
FFIN,-0.231908587,0.365059694
ITRI,-0.334961595,0.717714326
FWRD,-0.273338943,0.531608788
OSBC,-0.486590648,0.466900219
PTEN,-0.772381225,1.275618031
NYCB,-0.20651675,0.184422999
ROCK,-0.149087441,0.67614388
VSEC,-0.567891795,1.373157862
SCHN,-0.391681223,1.522152481
UFPI,-0.21825496,0.504416212
VIAV,-0.252666905,0.335858949
URBN,-0.487216445,0.797751084
INCY,-0.161361047,0.187763463
MHO,-0.579923875,1.679371261
CMCT,-0.229999924,0.309671319
SHOO,-0.456405107,0.520448172
UFPT,-0.232211133,0.223418049
MED,-0.419328458,2.207130021
ARWR,-0.546429355,1.667016056
VLY,-0.351965112,0.389774254
EMN,-0.403987377,1.206697339
SPG,-0.625429706,0.644450992
SUI,-0.162958496,0.237426468
VMI,-0.289424477,0.667414023
HAIN,0.000577925,0.546013756
AGM,-0.345327235,0.416936167
VALU,0.125782574,0.04277564
MAA,-0.212945809,0.261762457
ALB,-0.22295903,1.648279059
BZH,-0.54423267,1.352481365
MLM,-0.321672551,0.512424925
RYN,-0.272894412,0.28573291
BPFH,-0.398341614,0.224786642
DAKT,-0.182266672,-0.050710089
DSPG,-0.148665663,0.238059869
TSCO,-0.091563262,0.676684808
RGCO,0.019241648,-0.159856214
BCRX,-0.420289303,2.725002822
CPRT,-0.246536828,0.857122875
MPAA,-0.428961012,0.559619581
NNBR,-0.812972832,2.797690171
SCSC,-0.421109552,0.233285562
ZEUS,-0.421475187,0.294345942
AVB,-0.290606326,0.124064748
MAC,-0.783180435,1.091212025
ADC,-0.109520505,0.105863391
EXP,-0.355615315,0.737694344
AEO,-0.454019689,1.585786861
SMBC,-0.364418175,0.27625855
ABCB,-0.437940806,0.629474542
NKTR,-0.17303707,-0.047619099
PENN,-0.505086516,5.827668276
SSD,-0.227471179,0.519746099
IMAX,-0.557023721,0.991160463
LJPC,0.068702145,-0.07619107
ESS,-0.261059793,0.108647619
FR,-0.193447867,0.291711566
HIW,-0.268066637,0.161870048
AIV,-0.313625188,0.376461985
GBX,-0.446844774,1.122239237
MATW,-0.362689433,0.249616771
GEO,-0.243908236,-0.179324725
CLI,-0.335550486,-0.160283199
ADTN,-0.214770762,0.968009442
AMED,0.099568605,0.59817857
MLR,-0.233503321,0.366947545
VLGEA,0.059483443,-0.064418645
RS,-0.263401587,0.391518912
SIRI,-0.307640724,0.2982764
DAR,-0.317307992,2.008870013
AZPN,-0.213843322,0.370043047
USX,-0.335984382,1.047905329
O,-0.315456982,0.291991702
COF,-0.507836708,0.977218313
MCK,-0.019255581,0.295687182
UHAL,-0.226890905,0.571502797
NWBI,-0.294752684,0.161578353
VECO,-0.348315004,0.814002618
NSIT,-0.400625664,0.806076866
RCII,-0.504827136,1.814797297
BRKS,-0.270733613,1.237733193
ACIW,-0.362544201,0.591305761
WDFC,0.038272122,0.336057543
DLTR,-0.218819448,0.470530172
NATI,-0.213662474,0.356258437
ABC,0.046115845,0.119056293
WAFD,-0.286482482,0.018843978
CBZ,-0.22403612,0.271987586
COOP,-0.414069133,3.233286964
CWCO,0.01134916,-0.249625077
HLIT,-0.261538295,0.282987107
DRI,-0.496636855,1.194431497
SYX,-0.24999983,1.174730941
HA,-0.641515821,0.695401306
LSI,-0.118545681,0.304190508
WAB,-0.380282168,0.52911625
LECO,-0.281608831,0.711078535
DISH,-0.436425205,0.617807295
RMD,-0.047227217,0.452459464
SBGI,-0.511697444,1.035986895
FCX,-0.483200592,2.854813234
SVC,-0.772497462,1.136986541
WABC,-0.127042197,-0.038936924
IART,-0.233527971,0.453324699
KFRC,-0.350881746,0.675552491
RWT,-0.674728245,0.827729274
NOVT,-0.096789325,0.479970159
MD,-0.581144143,1.108246153
ACGL,-0.336441868,0.26739107
SENEA,-0.024761762,0.003016487
THG,-0.332479857,0.315966008
RE,-0.299342105,0.243863892
DVA,0.013727967,0.543517488
ERIE,-0.101812573,0.694019773
MYGN,-0.474477246,0.381900457
POOL,-0.070910826,0.903694563
RICK,-0.511707458,2.976238072
CCF,-0.305451851,0.236756439
AEIS,-0.31896035,0.999790086
OPK,-0.088435093,1.9477612
FFIC,-0.37190472,0.309854014
BANR,-0.400182366,0.455627022
HSIC,-0.24280622,0.323435358
NTAP,-0.324261844,0.641457591
NWPX,-0.33203241,0.271911674
MLSS,-0.100718691,0.696001849
SAM,-0.02723274,1.705110135
EL,-0.226509995,0.677814303
SWM,-0.326982689,0.506380822
WAT,-0.220843047,0.35907874
TGTX,-0.113513208,4.286585636
CTXS,0.279531094,-0.073888173
EME,-0.288763324,0.496897529
AMRX,-0.278008611,0.313218829
NUAN,-0.058889805,1.627531323
HIG,-0.41633518,0.423344549
MSM,-0.240302975,0.652362359
NVAX,2.412061302,7.211347231
SCCO,-0.32768313,1.364322696
REV,-0.489729049,0.086917368
WSM,-0.417059145,1.441096827
ALXN,-0.169764602,0.740060963
ANDE,-0.251385277,0.344901553
CMCO,-0.374263032,0.545624509
CSGS,-0.187234005,0.094951682
IRM,-0.233809373,0.324500174
LNDC,-0.231653435,0.248562663
OVBC,-0.238503447,-0.189918227
GEF,-0.286651133,0.560225753
CENX,-0.518297156,2.046960988
GEF,-0.213443734,0.264007825
HUBG,-0.113472945,0.253572713
TCX,-0.218840264,0.531079403
KVHI,-0.152740682,0.203605809
EPM,-0.504570109,0.123771687
SASR,-0.396493428,0.472305122
SYKE,-0.266828624,0.389012111
TUP,-0.811188578,18.99384721
ARTNA,0.011872413,0.013110993
FCN,0.082324025,-0.067213064
NBIX,-0.194808914,0.107451924
PFBI,-0.308158711,0.111782116
FDS,-0.025770729,0.284469993
WOR,-0.371977551,0.990104246
ANSS,-0.096888025,0.564933502
CNOB,-0.475457879,0.497723252
CASI,-0.339805717,0.446080239
TBI,-0.469659107,0.464734786
QGEN,0.230768451,0.270432124
RUSHB,-0.330313811,0.883435792
RNR,-0.236455729,0.117421037
WHLM,-0.132850243,0.278550344
CASS,-0.386386769,0.129571416
GERN,-0.124999533,0.336135039
OCFC,-0.371874176,0.208901137
PEGA,-0.10533665,0.872281131
STRA,-0.116677745,-0.306596983
DCOM,-0.338229055,0.185393927
GES,-0.697497721,2.390332128
MMAC,-0.222327084,-0.005257517
CSV,-0.366903888,0.961965375
LAMR,-0.414296202,0.657262704
SRCL,-0.238677968,0.427131704
TTEC,-0.06461412,1.05931816
SPPI,-0.359890183,0.463519202
WLFC,-0.548463756,0.145112093
ANF,-0.462695167,1.239824594
GTN,-0.499067078,0.665733601
USNA,-0.264671611,0.334832418
NOV,-0.605588362,0.396746313
TGI,-0.731926083,0.857988293
PAG,-0.437364844,1.137246009
BJRI,-0.630663936,1.771055017
HIBB,-0.610020978,3.223134208
ZION,-0.480205328,0.672035631
NUS,-0.458658618,1.56401357
SSP,-0.516868285,1.055047167
AXDX,-0.507100682,-0.09003595
FORR,-0.299041492,0.433459351
PLUS,-0.257088657,0.40450316
SEAC,-0.112172466,-0.62365584
STLD,-0.330492892,0.677147568
UNFI,0.047945129,0.739651536
LAD,-0.441564361,2.595524238
VSAT,-0.509255694,-0.091035201
NCR,-0.496587164,1.122600199
DGX,-0.24445519,0.505048904
TEN,-0.725190414,1.944447523
ROK,-0.25125122,0.684235049
NSP,-0.561831725,1.220602005
CMT,-0.526154104,8.142861223
SSB,-0.318326208,0.261405326
KRC,-0.234982167,-0.074722563
UNTY,-0.478068469,0.525734918
WWD,-0.496781185,1.050433652
CERS,0.101895016,0.488171747
HLIO,-0.178017505,0.415272466
VCEL,-0.472988516,2.367501427
CCBG,-0.335737789,0.246557314
CIEN,-0.067463186,0.327554299
SLGN,-0.062418781,0.290935519
MTN,-0.376766772,0.888568286
EEFT,-0.455953549,0.690620514
WTFC,-0.534100306,0.893106962
LNG,-0.451449261,0.791940365
CVLY,-0.295781285,0.082462163
FBC,-0.480755495,1.065198403
TTWO,-0.031201188,0.751875417
ARE,-0.145376789,0.32552966
APH,-0.324309306,0.807152279
KNL,-0.584719248,0.440110346
AMZN,0.055134977,0.670459972
RMBS,-0.194193221,0.572975793
SRPT,-0.241940392,0.742894108
PPBI,-0.417326877,0.717318789
QRVO,-0.306289747,1.06213653
SLP,0.203449802,1.06648184
BXP,-0.323879503,0.059566453
FIX,-0.264694578,0.451009391
MMS,-0.214161267,0.27194886
RL,-0.424009678,0.552297345
EGP,-0.206828517,0.345534529
HLX,-0.829699084,1.560975357
DXPE,-0.692037054,0.813213991
EGHT,-0.242623636,1.487012843
HSKA,-0.423597679,1.633813484
OZK,-0.447311796,0.937540257
CXW,-0.313562478,-0.413608174
JLL,-0.419954863,0.469301417
AME,-0.276117445,0.688195916
BAM,-0.232130635,0.413507007
SLG,-0.527699787,0.501117666
VLO,-0.508478867,0.312548844
LKFN,-0.244176939,0.486916562
BHB,-0.312084576,0.348982771
NAT,-0.059252196,-0.288530096
YUM,-0.3160834,0.607336891
MTOR,-0.494081439,1.106415971
FARO,-0.116186958,0.58718964
PLCE,-0.687140352,1.56134859
PSMT,-0.255417897,0.742624066
SIGA,0.00209697,0.520917939
NLY,-0.435244757,0.822020069
CAC,-0.312427535,0.173093619
DRQ,-0.349818423,-0.028851977
RHP,-0.575352168,0.890098872
GPI,-0.5558416,1.970429372
SRI,-0.428717025,0.804775912
FDP,-0.207833238,-0.121133217
CHRW,-0.146931471,0.442038438
CWST,-0.151422712,0.586023978
OSIS,-0.315863231,0.352582486
CHH,-0.407812405,0.747756035
CDZI,0.058984815,-0.087403415
PLD,-0.09187862,0.262216458
AMG,-0.299131512,0.720353078
EPR,-0.647673764,0.359313497
MTD,-0.129550616,0.650492944
SAH,-0.568386822,1.928291427
ADSK,-0.149133868,0.956055122
INGR,-0.180956661,0.067388202
MPB,-0.289272511,0.110664875
URI,-0.382982303,1.253739035
POWI,-0.105017068,0.86361052
PRDO,-0.413267603,0.170530543
CFFI,-0.272003688,-0.037504156
DENN,-0.613681909,0.911457453
HFWA,-0.287191413,0.203924154
MRCY,0.03226777,0.234369664
HOPE,-0.440493838,0.392858799
RMTI,-0.159836866,-0.50731742
TSBK,-0.379713095,0.367891498
VRSN,-0.065341124,0.201621487
WPC,-0.261368603,0.272289318
IESC,-0.312158741,1.608498343
BXS,-0.391754005,0.486294331
PWR,-0.220585205,1.279845451
SCS,-0.517595377,0.418247131
BRKL,-0.309020036,0.104580283
COLM,-0.301027923,0.252398622
IBOC,-0.363129738,0.422252244
NWFL,-0.308578054,0.011681597
CNXN,-0.170156689,0.14753781
SRDX,-0.195751994,0.306120595
CIX,0.048664278,-0.043607879
GRA,-0.487633379,0.568702063
MAR,-0.504064252,0.763399825
BBY,-0.344532792,0.780197709
SEE,-0.375596345,0.876329045
MFA,-0.771241839,1.605790476
HEI,-0.285678414,0.833730419
CRAI,-0.382412985,0.550109608
MANH,-0.375297728,1.111199726
UMPQ,-0.37231677,0.436239896
IOSP,-0.328210272,0.322770169
AMKR,-0.400768769,0.940950586
HCKT,-0.211896043,0.156492037
AXTI,-0.262068318,1.981302884
GNTY,-0.290449492,0.323054795
SBSI,-0.173872186,0.057036022
CLAR,-0.275918539,0.581152774
AMT,-0.052519714,0.05043282
BMTC,-0.307063628,0.11000076
HZO,-0.375674781,2.361801585
SRE,-0.247194471,0.157132686
DOX,-0.234000655,0.310705095
CTSH,-0.248019354,0.781652952
MSTR,-0.171983557,2.290008338
RSG,-0.158038523,0.300891366
BELFB,-0.522957468,0.575902429
RBCAA,-0.288119891,0.121595995
CSGP,-0.018535276,0.574020538
HTBK,-0.394607712,0.215467236
UBA,-0.425356208,0.04376203
CCI,0.024270508,0.127674315
EBAY,-0.163698661,0.687768616
BUSE,-0.372449921,0.306724841
CCNE,-0.418666279,0.161154354
PB,-0.322436694,0.471831777
FNHC,-0.304916848,-0.466629595
INO,1.254544458,0.189517571
SNBR,-0.610885699,3.272443207
BCOR,-0.539020037,0.32033068
AXL,-0.664498226,1.310248924
HT,-0.728980414,1.203909903
FCAP,-0.176164699,0.022892691
GDEN,-0.656087091,2.009075769
NVDA,0.120935113,0.983059367
STL,-0.502534892,0.750240781
GBL,-0.435094995,0.70339944
KFY,-0.424057112,0.805346254
EPAY,-0.316231217,0.439016819
EWBC,-0.468287768,1.015516548
MKSI,-0.25813557,0.856424795
BKNG,-0.344938539,0.655569547
CNX,-0.398870176,1.03007306
TREX,-0.108366963,1.089344772
AMNB,-0.389183665,0.134350927
DHIL,-0.357539439,0.799223495
CFFN,-0.148517998,0.113252761
EXTR,-0.580732826,1.229771228
HSII,-0.303076327,0.331331089
GS,-0.323478873,0.735381039
WCC,-0.615255312,2.435443268
NLS,0.491429242,5.950196457
CBU,-0.165350154,0.082793566
SKX,-0.450335351,0.513899345
FFIV,-0.236447623,0.650003156
FISI,-0.42679088,0.293693487
JNPR,-0.215574633,0.206233153
SBAC,0.122184425,0.049875721
STMP,0.557470699,0.508223655
UTHR,0.076578165,0.600739887
BSRR,-0.391782597,0.403684479
LII,-0.251711912,0.520582638
GNSS,-1.59E-07,0.993882916
COST,-0.027664073,0.365227942
BMRN,-0.0005919,0.037751531
FNLC,-0.264526647,0.2043013
GCBC,-0.185306996,0.107486188
JCOM,-0.201259154,0.305143139
ECPG,-0.338801249,0.665953426
MDRX,-0.28273057,1.05113618
VHC,0.439474534,0.059942913
PRFT,-0.411981474,0.758951774
MBWM,-0.411845316,0.333108728
DVN,-0.73045777,1.409594717
FLWS,-0.087586313,0.965230487
NTCT,-0.016617532,0.158430783
EGAN,-0.074495262,0.611184131
BLK,-0.117564752,0.669910663
CIR,-0.748486203,2.305244168
DHC,-0.547539782,0.145502194
AKAM,0.059157216,0.1475581
EGBN,-0.375651397,0.395922313
GAIA,0.11139007,0.112613315
PLUG,0.120252841,8.579098584
WWE,-0.475103945,0.42782899
IMMR,-0.278600152,1.106342624
LCII,-0.370111391,0.976550481
KTOS,-0.231537446,0.981936215
A,-0.158362846,0.660717195
EVI,-0.416420178,0.896072051
TDY,-0.142176165,0.318598418
UPS,-0.193040498,0.842927216
BMRC,-0.33005669,0.168790231
BGCP,-0.563011972,0.603655257
MCBC,-0.354978609,0.213659301
NKSH,-0.290006371,0.026828745
PKG,-0.217608521,0.624137164
AGEN,-0.398034256,0.297957836
LBAI,-0.372623908,0.215163754
ABEO,-0.35779784,-0.252379703
EW,-0.191478602,0.451013186
EPC,-0.222222204,0.44227717
EXPD,-0.144835167,0.443566054
IIIN,-0.38203867,0.797629901
LMNX,0.192572768,-0.151323136
SLAB,-0.263579571,0.490926869
APT,2.521865893,-0.076987517
MET,-0.394057561,0.589724149
GBCI,-0.25710954,0.39509201
MNST,-0.114712756,0.643795778
CCMP,-0.206070728,0.337738337
EXEL,-0.022702375,0.165505106
HSTM,-0.119485772,-0.088100713
LXRX,-0.530120613,0.753845699
LPSN,-0.385136065,1.735382495
ON,-0.48974503,1.631028613
SGMO,-0.238948318,1.449764472
FULT,-0.333333746,0.149128442
OSPN,0.060162877,0.139394647
RBBN,-0.022581672,1.165015747
BHLB,-0.543609698,0.199499252
CRL,-0.173802166,0.979716503
CYH,0.151724082,1.224555915
VC,-0.445893973,1.616092454
PACW,-0.522868117,0.472376524
INSM,-0.328726934,1.076733195
ISRG,-0.16229357,0.652025674
MRVL,-0.147966915,1.114971262
NNN,-0.39414353,0.331482693
ACLS,-0.24009051,0.590388489
ARNA,-0.075296416,0.829284363
ENDP,-0.211087374,0.940539032
ENTG,-0.104828012,1.154385261
ILMN,-0.176704837,0.35471539
SAVA,-0.209615068,0.659367407
PRPO,-0.658585406,1.957567853
EVC,-0.206107355,0.413769363
BRKR,-0.295663442,0.513508216
APPS,-0.395512452,12.12297258
SPTN,0.019135504,0.254965557
ITGR,-0.218450184,0.291600051
DRRX,-0.592105491,0.335485473
TTMI,-0.312957035,0.334140392
TPR,-0.507323037,1.400004097
JKHY,0.068716467,0.051511284
SHEN,0.183609397,-0.115109425
ICAD,-0.055341052,0.798363214
INSG,-0.150068017,1.483145637
RIGL,-0.271028008,1.243589732
PGC,-0.418035877,0.277966524
GRMN,-0.225810543,0.624875808
HBIO,-0.275409269,0.941175182
FLR,-0.630077329,1.311142389
YORW,-0.053454792,0.085214985
ALGN,-0.376612981,2.072034586
EXAS,-0.372837631,1.284309513
HAFC,-0.449621853,0.076702771
MCF,-0.5912806,0.526666839
GPN,-0.20889044,0.498303385
MPX,-0.433536825,0.836514473
OIS,-0.875536641,1.472908839
ATRS,-0.497872385,0.690676332
IBCP,-0.425981528,0.492767267
FLO,-0.04778808,0.131899882
FCBC,-0.241693231,-0.039546606
SGEN,0.009802626,0.517939528
DGICA,0.036302456,-0.044836135
CIVB,-0.373551148,0.199268057
SHBI,-0.37017973,0.390474462
UBFO,-0.403541731,0.177674077
IDT,-0.24826583,1.280440149
ADS,-0.697888794,1.228741224
FIS,-0.122942811,0.171640409
MDLZ,-0.085602989,0.186836923
WLTW,-0.155541731,0.252934786
NTUS,-0.298879007,-0.133593287
EVBN,-0.379302202,0.162397693
PDFS,-0.306098312,0.843003475
ZBH,-0.323089742,0.53257725
ACN,-0.221653815,0.619135498
MFNC,-0.401489183,0.288878017
OMCL,-0.197503038,0.830129912
OVV,-0.880863615,4.467901868
BG,-0.279462551,0.650463656
FRO,-0.221617936,-0.233067032
PLPC,-0.171001936,0.388668575
CS,-0.398513063,0.626421776
MKC,-0.167416761,0.361104192
CCRN,-0.419966044,0.31602255
ANTM,-0.245141534,0.428585268
PFG,-0.422993406,0.645638801
PWOD,-0.307648883,0.116520189
AMN,-0.072220022,0.180592834
AYI,-0.378591637,0.419657545
AAP,-0.415771273,0.69625273
WW,-0.55744545,0.442934407
PRU,-0.435671017,0.571610477
WNEB,-0.294055955,0.046706292
CNC,-0.055033605,0.010436613
FCCY,-0.39832366,0.221741378
SYNA,-0.120116425,0.665803434
CCOI,0.255585212,-0.246046604
GME,-0.424342189,4.382855658
MANT,-0.086253812,0.239764991
UCBI,-0.401230787,0.593830347
ABG,-0.505949215,1.638786005
JBLU,-0.521901342,0.624581453
LCI,-0.21201734,-0.061869677
CPSI,-0.154050288,0.216172714
NFLX,0.160490015,0.440027578
OSTK,-0.292198005,9.582302747
PNFP,-0.411654294,0.734329068
VRNT,-0.223265408,0.562326335
NPO,-0.404305771,0.933574255
ELOX,-0.733696033,1.030611129
HOFT,-0.386142277,1.107581548
WTBA,-0.355524579,0.221897687
WHG,-0.367319276,-0.208083498
BDSI,-0.400317088,0.108179243
CVGW,-0.363175223,0.222823658
RRGB,-0.741974834,1.257045536
RUSHA,-0.311420066,0.9653187
LYTS,-0.37050173,1.314335339
BANC,-0.530850498,0.867487435
SAIA,-0.210266638,1.458526421
KMX,-0.385992782,0.754781781
XEC,-0.677427491,1.279078573
CMCSA,-0.226633382,0.541486357
WYNN,-0.562558771,0.874563481
DKS,-0.564104013,1.693225944
CEVA,-0.075296409,0.825109975
PKBK,-0.411211783,0.201319994
PRAA,-0.236363074,0.430737161
SAFT,-0.077109679,-0.042908236
ACTG,-0.165413538,0.774775403
EQIX,0.074988103,0.156089123
GLNG,-0.445851072,0.223350905
CME,-0.134316821,0.083316443
PFS,-0.47229018,0.467256631
NVEC,-0.261354646,0.142067079
LEN,-0.351480448,1.137393999
HTLF,-0.390009235,0.359861829
OPHC,-0.054151715,0.286259009
FORM,-0.226415287,1.141364446
NHS,-0.279140319,0.450872434
MOH,0.02962741,0.522296392
AXS,-0.342866323,0.340661247
TELL,-0.875837917,0.416083598
CVCO,-0.258163643,0.210501465
NTGR,-0.06813537,0.778893968
GPK,-0.262762891,0.409610581
GOOD,-0.329057467,0.335807093
TCBI,-0.609476485,1.683807565
UVSP,-0.383121561,0.294424463
CNO,-0.310534606,0.831375456
LKQ,-0.425490438,0.718186245
ANIP,-0.33938713,-0.287187042
CRI,-0.393360198,0.431155838
APYX,-0.575650722,1.005570373
SNX,-0.430805022,1.652888715
WLL,-0.908664885,-0.49692366
CONN,-0.662631449,1.796647653
MRLN,-0.488191884,0.154955333
MGRC,-0.31233283,0.309796656
NXST,-0.505235552,0.925399193
XPER,-0.237297435,0.53446559
DZSI,-0.52708802,2.692123916
MEIP,-0.35080625,0.639751043
AEL,-0.371867888,0.489189823
CMP,-0.360600534,0.667944703
KRO,-0.356716295,0.846900635
NNI,-0.217358376,0.585112931
NG,-0.176339428,0.310296897
PIPR,-0.357245388,1.018080954
TPX,-0.497932381,1.470832164
MGLN,-0.385175359,0.721887734
PETS,0.236745449,0.143012444
DVAX,-0.382867008,0.260621917
ONCT,-0.258227818,0.67235424
HTH,-0.390881474,0.843053499
AIZ,-0.201755916,0.330301553
NRG,-0.308637243,0.415435765
CUTR,-0.635297391,0.846096812
CVCY,-0.394397689,0.169935881
SBNY,-0.40921409,0.713118669
SBRA,-0.476505665,0.68920937
UCTT,-0.412015533,1.257248004
SVRA,-0.526786052,-0.45754726
ABR,-0.650098793,2.143402595
AGO,-0.469807435,0.250152152
CORT,-0.01735578,1.200168183
CYTK,0.111216358,0.762511452
GNW,-0.245454351,0.138552878
GHL,-0.420959577,0.250507931
XPO,-0.388331363,1.44513111
ACAD,-0.012389271,0.26532628
ALNY,-0.054875361,0.194028034
ANGO,-0.348532141,0.46979941
NUVA,-0.344970064,0.111922828
SP,-0.510959495,0.389398313
CBRE,-0.384728147,0.663217238
NYMT,-0.751203547,1.565294488
CRM,-0.114731672,0.54556173
SFL,-0.324622575,-0.279468425
BOCH,-0.315470816,0.283050776
DPZ,0.105759382,0.190354231
ENS,-0.335895143,0.689797206
BLKB,-0.300900917,0.036183109
MNKD,-0.201549544,2.038837336
ACC,-0.403905224,0.604089956
CNS,-0.271304754,0.687911399
